message_id,contact_id,send_date,send_hour,day_of_week,message_type,city_tier,age_group,device_type,signup_channel,tenure_days,delivered,read,responded,converted,opted_out,time_to_read_min,time_to_response_hr
MSG000416,CUST00059,2025-07-23,17,Wednesday,Feedback Request,Tier 1,35-44,Android,Referral,605,1,1,0,0,0,24.8,
MSG000417,CUST00059,2025-07-31,4,Thursday,Transactional,Tier 1,35-44,Android,Referral,605,1,1,0,0,0,115.6,
MSG000418,CUST00059,2025-08-28,13,Thursday,Promotional,Tier 1,35-44,Android,Referral,605,1,0,0,0,0,,
MSG000419,CUST00060,2025-06-04,12,Wednesday,Promotional,Tier 1,35-44,Android,Referral,722,1,0,0,0,0,,
MSG000420,CUST00060,2025-07-25,19,Friday,Transactional,Tier 1,35-44,Android,Referral,722,1,1,0,0,1,28.6,
MSG000421,CUST00060,2025-08-09,10,Saturday,Festive Offer,Tier 1,35-44,Android,Referral,722,1,0,0,0,1,,
MSG000422,CUST00061,2025-03-04,13,Tuesday,Festive Offer,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,0,,
MSG000423,CUST00061,2025-03-05,13,Wednesday,Festive Offer,Tier 2,18-24,Android,Social Ads,871,1,1,1,0,0,123.7,45.75
MSG000424,CUST00061,2025-03-05,6,Wednesday,Promotional,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,0,,
MSG000425,CUST00061,2025-03-13,11,Thursday,Feedback Request,Tier 2,18-24,Android,Social Ads,871,1,1,1,0,0,89.7,0.84
MSG000426,CUST00061,2025-04-17,14,Thursday,Reminder,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,1,,
MSG000427,CUST00061,2025-05-27,11,Tuesday,Reminder,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,0,,
MSG000428,CUST00061,2025-06-03,11,Tuesday,Promotional,Tier 2,18-24,Android,Social Ads,871,1,1,0,0,0,467.6,
MSG000429,CUST00061,2025-07-03,9,Thursday,Transactional,Tier 2,18-24,Android,Social Ads,871,1,1,0,0,0,149.2,
MSG000430,CUST00061,2025-07-25,11,Friday,Promotional,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,0,,
MSG000431,CUST00061,2025-08-02,14,Saturday,Festive Offer,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,0,,
MSG000432,CUST00061,2025-08-23,13,Saturday,Promotional,Tier 2,18-24,Android,Social Ads,871,1,0,0,0,0,,
MSG000433,CUST00062,2025-04-03,13,Thursday,Promotional,Tier 2,45-54,iOS,Website Signup,835,1,1,0,0,0,93.6,
MSG000434,CUST00062,2025-04-12,8,Saturday,Reminder,Tier 2,45-54,iOS,Website Signup,835,1,1,1,0,0,64.3,2.86
MSG000435,CUST00062,2025-04-14,17,Monday,Promotional,Tier 2,45-54,iOS,Website Signup,835,1,1,0,0,0,3.5,
MSG000436,CUST00062,2025-04-16,15,Wednesday,Reminder,Tier 2,45-54,iOS,Website Signup,835,1,1,1,0,0,43.1,26.01
MSG000437,CUST00062,2025-05-05,20,Monday,Promotional,Tier 2,45-54,iOS,Website Signup,835,1,1,0,0,0,142.5,
MSG000438,CUST00062,2025-05-09,12,Friday,Feedback Request,Tier 2,45-54,iOS,Website Signup,835,1,1,1,0,0,50.1,10.85
MSG000439,CUST00062,2025-06-03,12,Tuesday,Transactional,Tier 2,45-54,iOS,Website Signup,835,1,0,0,0,0,,
MSG000440,CUST00062,2025-06-17,10,Tuesday,Festive Offer,Tier 2,45-54,iOS,Website Signup,835,1,1,1,1,0,29.2,1.84
MSG000441,CUST00062,2025-06-21,14,Saturday,Festive Offer,Tier 2,45-54,iOS,Website Signup,835,1,1,1,1,0,95.9,14.48
MSG000442,CUST00063,2025-03-23,6,Sunday,Festive Offer,Tier 2,18-24,Android,Website Signup,117,1,1,0,0,0,96.8,
MSG000443,CUST00063,2025-04-29,14,Tuesday,Promotional,Tier 2,18-24,Android,Website Signup,117,1,0,0,0,0,,
MSG000444,CUST00063,2025-06-17,10,Tuesday,Festive Offer,Tier 2,18-24,Android,Website Signup,117,1,0,0,0,0,,
MSG000445,CUST00063,2025-07-17,7,Thursday,Reminder,Tier 2,18-24,Android,Website Signup,117,1,0,0,0,0,,
MSG000446,CUST00063,2025-07-18,20,Friday,Promotional,Tier 2,18-24,Android,Website Signup,117,1,0,0,0,0,,
MSG000447,CUST00063,2025-07-22,14,Tuesday,Transactional,Tier 2,18-24,Android,Website Signup,117,1,0,0,0,0,,
MSG000448,CUST00064,2025-03-01,9,Saturday,Promotional,Tier 2,18-24,Android,Website Signup,697,1,1,0,0,0,14.8,
MSG000449,CUST00064,2025-03-13,10,Thursday,Promotional,Tier 2,18-24,Android,Website Signup,697,1,0,0,0,1,,
MSG000450,CUST00064,2025-04-10,16,Thursday,Reminder,Tier 2,18-24,Android,Website Signup,697,1,1,0,0,0,140.9,
MSG000451,CUST00064,2025-04-13,20,Sunday,Festive Offer,Tier 2,18-24,Android,Website Signup,697,1,0,0,0,0,,
MSG000452,CUST00064,2025-05-27,16,Tuesday,Festive Offer,Tier 2,18-24,Android,Website Signup,697,1,1,0,0,0,305.7,
MSG000453,CUST00064,2025-05-27,19,Tuesday,Promotional,Tier 2,18-24,Android,Website Signup,697,1,1,0,0,0,132.0,
MSG000454,CUST00064,2025-07-03,14,Thursday,Promotional,Tier 2,18-24,Android,Website Signup,697,0,0,0,0,0,,
MSG000455,CUST00064,2025-07-04,13,Friday,Feedback Request,Tier 2,18-24,Android,Website Signup,697,1,0,0,0,0,,
MSG000456,CUST00065,2025-03-14,11,Friday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,1,0,0,47.2,44.84
MSG000457,CUST00065,2025-03-20,8,Thursday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,1,0,1,18.2,17.8
MSG000458,CUST00065,2025-03-20,16,Thursday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,0,0,1,1.0,
MSG000459,CUST00065,2025-03-29,8,Saturday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,0,0,0,39.1,
MSG000460,CUST00065,2025-04-25,2,Friday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,1,0,0,165.4,7.85
MSG000461,CUST00065,2025-05-19,14,Monday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,1,1,1,337.9,3.03
MSG000462,CUST00065,2025-07-03,15,Thursday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,1,0,0,0,7.3,
MSG000463,CUST00065,2025-07-11,12,Friday,Promotional,Tier 2,25-34,iOS,In-Store,763,0,0,0,0,0,,
MSG000464,CUST00065,2025-08-07,14,Thursday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,0,0,0,0,,
MSG000465,CUST00065,2025-08-27,11,Wednesday,Promotional,Tier 2,25-34,iOS,In-Store,763,1,0,0,0,0,,
MSG000466,CUST00066,2025-03-31,6,Monday,Transactional,Tier 2,25-34,Android,Referral,631,1,1,1,1,0,1.3,5.46
MSG000467,CUST00066,2025-04-13,14,Sunday,Feedback Request,Tier 2,25-34,Android,Referral,631,1,1,1,1,0,42.4,5.24
MSG000468,CUST00066,2025-05-27,18,Tuesday,Reminder,Tier 2,25-34,Android,Referral,631,1,1,1,0,0,59.9,4.83
MSG000469,CUST00066,2025-05-28,8,Wednesday,Promotional,Tier 2,25-34,Android,Referral,631,1,1,0,0,0,24.1,
MSG000470,CUST00066,2025-06-05,14,Thursday,Promotional,Tier 2,25-34,Android,Referral,631,1,1,1,1,0,53.6,8.76
MSG000471,CUST00066,2025-07-21,8,Monday,Reminder,Tier 2,25-34,Android,Referral,631,0,0,0,0,0,,
MSG000472,CUST00066,2025-08-11,10,Monday,Reminder,Tier 2,25-34,Android,Referral,631,1,0,0,0,0,,
MSG000473,CUST00067,2025-03-30,16,Sunday,Reminder,Tier 2,35-44,Android,In-Store,739,1,1,0,0,1,1.4,
MSG000474,CUST00067,2025-04-20,9,Sunday,Promotional,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000475,CUST00067,2025-05-20,16,Tuesday,Feedback Request,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000476,CUST00067,2025-05-28,12,Wednesday,Festive Offer,Tier 2,35-44,Android,In-Store,739,1,1,0,0,0,11.2,
MSG000477,CUST00067,2025-06-01,9,Sunday,Promotional,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000478,CUST00067,2025-06-02,10,Monday,Promotional,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000479,CUST00067,2025-06-07,17,Saturday,Reminder,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000480,CUST00067,2025-06-30,15,Monday,Feedback Request,Tier 2,35-44,Android,In-Store,739,1,1,0,0,0,132.9,
MSG000481,CUST00067,2025-07-03,15,Thursday,Promotional,Tier 2,35-44,Android,In-Store,739,1,1,0,0,0,32.9,
MSG000482,CUST00067,2025-07-31,17,Thursday,Feedback Request,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000483,CUST00067,2025-08-06,14,Wednesday,Festive Offer,Tier 2,35-44,Android,In-Store,739,1,1,1,0,0,480.4,16.84
MSG000484,CUST00067,2025-08-17,14,Sunday,Promotional,Tier 2,35-44,Android,In-Store,739,1,0,0,0,0,,
MSG000485,CUST00068,2025-03-14,16,Friday,Feedback Request,Tier 1,35-44,Android,In-Store,755,1,1,0,0,0,39.8,
MSG000486,CUST00068,2025-03-24,16,Monday,Festive Offer,Tier 1,35-44,Android,In-Store,755,1,1,1,1,0,66.8,2.98
MSG000487,CUST00068,2025-04-28,13,Monday,Reminder,Tier 1,35-44,Android,In-Store,755,1,1,1,0,0,36.4,0.37
MSG000488,CUST00068,2025-07-13,9,Sunday,Promotional,Tier 1,35-44,Android,In-Store,755,1,1,0,0,0,56.9,
MSG000489,CUST00068,2025-07-27,15,Sunday,Promotional,Tier 1,35-44,Android,In-Store,755,1,1,1,0,0,26.1,16.06
MSG000490,CUST00068,2025-08-06,14,Wednesday,Promotional,Tier 1,35-44,Android,In-Store,755,1,1,1,1,0,71.4,13.39
MSG000491,CUST00069,2025-03-08,9,Saturday,Feedback Request,Tier 1,25-34,Android,Website Signup,407,1,1,1,1,0,106.1,4.65
MSG000492,CUST00069,2025-04-10,16,Thursday,Festive Offer,Tier 1,25-34,Android,Website Signup,407,1,1,1,1,0,137.4,3.67
MSG000493,CUST00069,2025-05-25,12,Sunday,Promotional,Tier 1,25-34,Android,Website Signup,407,1,1,1,1,0,222.5,14.69
MSG000494,CUST00070,2025-06-06,11,Friday,Reminder,Tier 1,55+,Android,Social Ads,45,1,1,1,0,0,78.2,102.95
MSG000495,CUST00070,2025-06-11,4,Wednesday,Festive Offer,Tier 1,55+,Android,Social Ads,45,1,1,0,0,0,38.2,
MSG000496,CUST00070,2025-06-24,12,Tuesday,Promotional,Tier 1,55+,Android,Social Ads,45,1,1,0,0,1,190.0,
MSG000497,CUST00070,2025-07-26,21,Saturday,Promotional,Tier 1,55+,Android,Social Ads,45,1,1,0,0,0,167.3,
MSG000498,CUST00070,2025-08-19,6,Tuesday,Feedback Request,Tier 1,55+,Android,Social Ads,45,1,1,0,0,0,195.4,
MSG000499,CUST00070,2025-08-29,21,Friday,Feedback Request,Tier 1,55+,Android,Social Ads,45,1,0,0,0,0,,
MSG000500,CUST00071,2025-03-31,8,Monday,Reminder,Tier 1,18-24,Android,In-Store,416,1,1,0,0,0,7.4,
MSG000501,CUST00071,2025-04-11,19,Friday,Reminder,Tier 1,18-24,Android,In-Store,416,1,1,0,0,0,23.1,
MSG000502,CUST00071,2025-04-28,12,Monday,Promotional,Tier 1,18-24,Android,In-Store,416,1,1,0,0,0,82.5,
MSG000503,CUST00071,2025-05-04,13,Sunday,Reminder,Tier 1,18-24,Android,In-Store,416,1,1,1,0,1,54.0,0.76
MSG000504,CUST00071,2025-05-26,8,Monday,Reminder,Tier 1,18-24,Android,In-Store,416,1,1,0,0,0,239.4,
MSG000505,CUST00071,2025-06-18,16,Wednesday,Promotional,Tier 1,18-24,Android,In-Store,416,1,0,0,0,0,,
MSG000506,CUST00071,2025-08-16,14,Saturday,Festive Offer,Tier 1,18-24,Android,In-Store,416,1,1,1,1,0,356.6,3.87
MSG000507,CUST00071,2025-08-24,6,Sunday,Reminder,Tier 1,18-24,Android,In-Store,416,1,1,1,0,0,155.8,51.44
MSG000508,CUST00071,2025-08-31,14,Sunday,Transactional,Tier 1,18-24,Android,In-Store,416,1,1,0,0,0,41.9,
MSG000509,CUST00072,2025-03-20,10,Thursday,Promotional,Tier 1,25-34,Android,Website Signup,189,1,0,0,0,0,,
MSG000510,CUST00072,2025-03-28,11,Friday,Festive Offer,Tier 1,25-34,Android,Website Signup,189,1,1,1,0,0,88.7,1.94
MSG000511,CUST00072,2025-04-11,13,Friday,Reminder,Tier 1,25-34,Android,Website Signup,189,1,0,0,0,0,,
MSG000512,CUST00072,2025-05-04,6,Sunday,Promotional,Tier 1,25-34,Android,Website Signup,189,1,1,0,0,0,39.6,
MSG000513,CUST00072,2025-05-13,6,Tuesday,Promotional,Tier 1,25-34,Android,Website Signup,189,0,0,0,0,0,,
MSG000514,CUST00072,2025-05-27,14,Tuesday,Promotional,Tier 1,25-34,Android,Website Signup,189,1,1,0,0,0,66.1,
MSG000515,CUST00072,2025-05-29,10,Thursday,Transactional,Tier 1,25-34,Android,Website Signup,189,1,1,0,0,0,24.7,
MSG000516,CUST00072,2025-07-10,16,Thursday,Promotional,Tier 1,25-34,Android,Website Signup,189,1,0,0,0,0,,
MSG000517,CUST00072,2025-08-16,11,Saturday,Promotional,Tier 1,25-34,Android,Website Signup,189,1,0,0,0,0,,
MSG000518,CUST00073,2025-03-15,12,Saturday,Transactional,Tier 3,18-24,Android,Website Signup,111,1,1,1,1,0,45.9,1.88
MSG000519,CUST00073,2025-04-17,15,Thursday,Reminder,Tier 3,18-24,Android,Website Signup,111,0,0,0,0,0,,
MSG000520,CUST00073,2025-04-28,13,Monday,Feedback Request,Tier 3,18-24,Android,Website Signup,111,1,0,0,0,0,,
MSG000521,CUST00073,2025-04-29,16,Tuesday,Festive Offer,Tier 3,18-24,Android,Website Signup,111,1,0,0,0,1,,
MSG000522,CUST00073,2025-04-30,17,Wednesday,Promotional,Tier 3,18-24,Android,Website Signup,111,1,1,0,0,0,105.1,
MSG000523,CUST00073,2025-07-16,8,Wednesday,Promotional,Tier 3,18-24,Android,Website Signup,111,1,1,0,0,0,33.2,
MSG000524,CUST00073,2025-08-01,10,Friday,Reminder,Tier 3,18-24,Android,Website Signup,111,1,0,0,0,0,,
MSG000525,CUST00073,2025-08-19,17,Tuesday,Transactional,Tier 3,18-24,Android,Website Signup,111,1,1,1,1,1,30.7,29.13
MSG000526,CUST00074,2025-03-10,14,Monday,Feedback Request,Tier 1,45-54,Android,Website Signup,121,1,1,1,1,0,5.9,5.24
MSG000527,CUST00074,2025-03-14,9,Friday,Promotional,Tier 1,45-54,Android,Website Signup,121,1,1,1,0,0,1.0,1.21
MSG000528,CUST00074,2025-03-14,12,Friday,Transactional,Tier 1,45-54,Android,Website Signup,121,1,1,0,0,0,28.7,
MSG000529,CUST00074,2025-03-29,10,Saturday,Promotional,Tier 1,45-54,Android,Website Signup,121,1,1,0,0,0,128.7,
MSG000530,CUST00074,2025-05-01,14,Thursday,Promotional,Tier 1,45-54,Android,Website Signup,121,1,1,0,0,0,597.4,
MSG000531,CUST00074,2025-05-23,10,Friday,Reminder,Tier 1,45-54,Android,Website Signup,121,1,0,0,0,0,,
MSG000532,CUST00074,2025-07-15,12,Tuesday,Promotional,Tier 1,45-54,Android,Website Signup,121,1,1,0,0,0,178.3,
MSG000533,CUST00074,2025-08-07,13,Thursday,Feedback Request,Tier 1,45-54,Android,Website Signup,121,1,1,0,0,0,102.8,
MSG000534,CUST00074,2025-08-13,10,Wednesday,Promotional,Tier 1,45-54,Android,Website Signup,121,1,0,0,0,0,,
MSG000535,CUST00074,2025-08-19,19,Tuesday,Promotional,Tier 1,45-54,Android,Website Signup,121,1,1,0,0,0,452.0,
MSG000536,CUST00074,2025-08-28,15,Thursday,Festive Offer,Tier 1,45-54,Android,Website Signup,121,1,0,0,0,0,,
MSG000537,CUST00075,2025-03-18,10,Tuesday,Reminder,Tier 1,18-24,Android,Website Signup,630,1,0,0,0,0,,
MSG000538,CUST00075,2025-04-18,8,Friday,Promotional,Tier 1,18-24,Android,Website Signup,630,1,1,0,0,0,8.1,
MSG000539,CUST00075,2025-04-28,15,Monday,Transactional,Tier 1,18-24,Android,Website Signup,630,1,1,0,0,0,28.3,
MSG000540,CUST00075,2025-07-15,12,Tuesday,Promotional,Tier 1,18-24,Android,Website Signup,630,1,0,0,0,0,,
MSG000541,CUST00075,2025-08-01,12,Friday,Promotional,Tier 1,18-24,Android,Website Signup,630,1,1,0,0,0,30.6,
MSG000542,CUST00076,2025-04-13,17,Sunday,Promotional,Tier 1,18-24,Android,Website Signup,459,1,1,0,0,0,406.0,
MSG000543,CUST00076,2025-04-19,14,Saturday,Promotional,Tier 1,18-24,Android,Website Signup,459,1,1,0,0,0,118.2,
MSG000544,CUST00076,2025-04-20,21,Sunday,Transactional,Tier 1,18-24,Android,Website Signup,459,1,1,0,0,0,16.3,
MSG000545,CUST00076,2025-05-02,10,Friday,Feedback Request,Tier 1,18-24,Android,Website Signup,459,1,1,0,0,1,36.9,
MSG000546,CUST00076,2025-07-01,14,Tuesday,Reminder,Tier 1,18-24,Android,Website Signup,459,1,0,0,0,0,,
MSG000547,CUST00076,2025-07-11,16,Friday,Festive Offer,Tier 1,18-24,Android,Website Signup,459,1,1,0,0,0,101.0,
MSG000548,CUST00076,2025-07-31,14,Thursday,Promotional,Tier 1,18-24,Android,Website Signup,459,1,1,0,0,0,441.4,
MSG000549,CUST00076,2025-08-08,16,Friday,Transactional,Tier 1,18-24,Android,Website Signup,459,1,1,1,1,0,90.6,6.7
MSG000550,CUST00077,2025-03-30,14,Sunday,Festive Offer,Tier 1,25-34,Android,Social Ads,490,1,1,1,0,0,9.0,0.41
MSG000551,CUST00077,2025-03-31,13,Monday,Transactional,Tier 1,25-34,Android,Social Ads,490,1,1,1,0,0,14.7,4.61
MSG000552,CUST00077,2025-05-05,19,Monday,Reminder,Tier 1,25-34,Android,Social Ads,490,1,1,1,1,0,109.5,24.99
MSG000553,CUST00077,2025-06-02,12,Monday,Promotional,Tier 1,25-34,Android,Social Ads,490,1,1,1,1,0,76.8,5.75
MSG000554,CUST00077,2025-07-13,13,Sunday,Transactional,Tier 1,25-34,Android,Social Ads,490,1,1,1,1,0,131.1,3.35
MSG000555,CUST00077,2025-07-18,17,Friday,Promotional,Tier 1,25-34,Android,Social Ads,490,1,1,0,0,0,4.5,
MSG000556,CUST00078,2025-03-27,10,Thursday,Reminder,Tier 2,55+,Android,Referral,673,1,1,1,1,0,24.8,14.6
MSG000557,CUST00078,2025-05-25,12,Sunday,Transactional,Tier 2,55+,Android,Referral,673,1,1,0,0,0,174.2,
MSG000558,CUST00078,2025-06-04,20,Wednesday,Reminder,Tier 2,55+,Android,Referral,673,1,1,1,1,0,58.6,0.18
MSG000559,CUST00078,2025-07-02,16,Wednesday,Reminder,Tier 2,55+,Android,Referral,673,1,1,1,0,0,11.1,6.78
MSG000560,CUST00078,2025-08-19,14,Tuesday,Reminder,Tier 2,55+,Android,Referral,673,1,0,0,0,0,,
MSG000561,CUST00079,2025-04-05,7,Saturday,Reminder,Tier 2,45-54,iOS,Website Signup,497,1,1,1,0,0,214.7,5.36
MSG000562,CUST00079,2025-05-21,17,Wednesday,Promotional,Tier 2,45-54,iOS,Website Signup,497,1,0,0,0,0,,
MSG000563,CUST00079,2025-05-28,17,Wednesday,Promotional,Tier 2,45-54,iOS,Website Signup,497,1,0,0,0,0,,
MSG000564,CUST00080,2025-03-03,16,Monday,Reminder,Tier 2,35-44,iOS,In-Store,570,1,0,0,0,0,,
MSG000565,CUST00080,2025-05-20,8,Tuesday,Promotional,Tier 2,35-44,iOS,In-Store,570,1,0,0,0,0,,
MSG000566,CUST00080,2025-06-19,10,Thursday,Promotional,Tier 2,35-44,iOS,In-Store,570,1,0,0,0,0,,
MSG000567,CUST00080,2025-06-19,14,Thursday,Promotional,Tier 2,35-44,iOS,In-Store,570,1,0,0,0,0,,
MSG000568,CUST00081,2025-03-04,12,Tuesday,Promotional,Tier 2,45-54,Android,Referral,86,1,0,0,0,0,,
MSG000569,CUST00081,2025-03-12,13,Wednesday,Reminder,Tier 2,45-54,Android,Referral,86,1,0,0,0,0,,
MSG000570,CUST00081,2025-03-28,15,Friday,Reminder,Tier 2,45-54,Android,Referral,86,1,0,0,0,0,,
MSG000571,CUST00081,2025-04-05,12,Saturday,Reminder,Tier 2,45-54,Android,Referral,86,1,0,0,0,0,,
MSG000572,CUST00081,2025-05-03,18,Saturday,Reminder,Tier 2,45-54,Android,Referral,86,1,0,0,0,0,,
MSG000573,CUST00081,2025-06-01,11,Sunday,Reminder,Tier 2,45-54,Android,Referral,86,1,1,1,0,0,290.7,27.16
MSG000574,CUST00081,2025-06-13,18,Friday,Reminder,Tier 2,45-54,Android,Referral,86,1,0,0,0,1,,
MSG000575,CUST00081,2025-07-05,10,Saturday,Transactional,Tier 2,45-54,Android,Referral,86,1,1,0,0,0,328.4,
MSG000576,CUST00081,2025-07-28,15,Monday,Promotional,Tier 2,45-54,Android,Referral,86,1,0,0,0,1,,
MSG000577,CUST00081,2025-08-09,10,Saturday,Promotional,Tier 2,45-54,Android,Referral,86,1,1,0,0,0,74.7,
MSG000578,CUST00082,2025-03-10,11,Monday,Transactional,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000579,CUST00082,2025-04-11,15,Friday,Promotional,Tier 1,45-54,Android,Social Ads,767,1,1,0,0,1,207.8,
MSG000580,CUST00082,2025-04-19,12,Saturday,Reminder,Tier 1,45-54,Android,Social Ads,767,1,1,0,0,0,309.7,
MSG000581,CUST00082,2025-05-09,4,Friday,Reminder,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000582,CUST00082,2025-06-15,8,Sunday,Promotional,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000583,CUST00082,2025-06-23,8,Monday,Promotional,Tier 1,45-54,Android,Social Ads,767,1,1,0,0,0,16.0,
MSG000584,CUST00082,2025-06-24,14,Tuesday,Reminder,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000585,CUST00082,2025-07-20,14,Sunday,Promotional,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000586,CUST00082,2025-07-23,12,Wednesday,Promotional,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000587,CUST00082,2025-07-30,17,Wednesday,Promotional,Tier 1,45-54,Android,Social Ads,767,1,0,0,0,0,,
MSG000588,CUST00082,2025-07-30,14,Wednesday,Promotional,Tier 1,45-54,Android,Social Ads,767,0,0,0,0,0,,
MSG000589,CUST00083,2025-03-19,10,Wednesday,Festive Offer,Tier 3,25-34,Android,In-Store,409,1,0,0,0,0,,
MSG000590,CUST00083,2025-03-24,16,Monday,Reminder,Tier 3,25-34,Android,In-Store,409,1,1,0,0,0,75.9,
MSG000591,CUST00083,2025-08-27,19,Wednesday,Promotional,Tier 3,25-34,Android,In-Store,409,1,0,0,0,0,,
MSG000592,CUST00084,2025-03-06,13,Thursday,Festive Offer,Tier 1,25-34,Android,Referral,148,1,1,0,0,0,53.2,
MSG000593,CUST00084,2025-04-13,12,Sunday,Promotional,Tier 1,25-34,Android,Referral,148,1,1,1,1,1,177.3,0.7
MSG000594,CUST00084,2025-06-26,14,Thursday,Promotional,Tier 1,25-34,Android,Referral,148,1,1,1,0,0,278.5,69.85
MSG000595,CUST00084,2025-07-11,14,Friday,Promotional,Tier 1,25-34,Android,Referral,148,1,0,0,0,0,,
MSG000596,CUST00085,2025-03-17,6,Monday,Transactional,Tier 1,35-44,Android,Website Signup,733,1,0,0,0,0,,
MSG000597,CUST00085,2025-05-10,16,Saturday,Festive Offer,Tier 1,35-44,Android,Website Signup,733,1,1,0,0,0,67.7,
MSG000598,CUST00085,2025-07-12,14,Saturday,Reminder,Tier 1,35-44,Android,Website Signup,733,1,1,0,0,0,68.4,
MSG000599,CUST00085,2025-08-06,10,Wednesday,Reminder,Tier 1,35-44,Android,Website Signup,733,1,1,1,0,0,8.6,50.93
MSG000600,CUST00085,2025-08-08,16,Friday,Festive Offer,Tier 1,35-44,Android,Website Signup,733,1,1,0,0,0,178.8,
MSG000601,CUST00085,2025-08-31,18,Sunday,Promotional,Tier 1,35-44,Android,Website Signup,733,1,1,0,0,0,85.9,
MSG000602,CUST00086,2025-03-18,17,Tuesday,Reminder,Tier 1,35-44,Android,Social Ads,663,1,1,0,0,0,23.1,
MSG000603,CUST00086,2025-04-12,9,Saturday,Festive Offer,Tier 1,35-44,Android,Social Ads,663,1,0,0,0,0,,
MSG000604,CUST00086,2025-04-24,12,Thursday,Festive Offer,Tier 1,35-44,Android,Social Ads,663,1,0,0,0,0,,
MSG000605,CUST00086,2025-05-01,16,Thursday,Reminder,Tier 1,35-44,Android,Social Ads,663,1,1,0,0,0,14.0,
MSG000606,CUST00086,2025-05-01,7,Thursday,Promotional,Tier 1,35-44,Android,Social Ads,663,1,1,1,1,0,48.0,7.76
MSG000607,CUST00086,2025-06-10,17,Tuesday,Transactional,Tier 1,35-44,Android,Social Ads,663,1,1,1,0,0,8.0,12.96
MSG000608,CUST00086,2025-06-23,12,Monday,Promotional,Tier 1,35-44,Android,Social Ads,663,1,1,0,0,0,144.0,
MSG000609,CUST00086,2025-06-29,12,Sunday,Festive Offer,Tier 1,35-44,Android,Social Ads,663,1,0,0,0,0,,
MSG000610,CUST00086,2025-07-30,20,Wednesday,Promotional,Tier 1,35-44,Android,Social Ads,663,1,0,0,0,0,,
MSG000611,CUST00086,2025-08-08,13,Friday,Festive Offer,Tier 1,35-44,Android,Social Ads,663,1,1,1,1,0,144.3,20.2
MSG000612,CUST00086,2025-08-10,10,Sunday,Reminder,Tier 1,35-44,Android,Social Ads,663,1,1,1,1,0,79.1,18.58
MSG000613,CUST00086,2025-08-15,18,Friday,Promotional,Tier 1,35-44,Android,Social Ads,663,1,1,1,1,0,140.5,6.84
MSG000614,CUST00087,2025-03-04,7,Tuesday,Reminder,Tier 2,25-34,Android,In-Store,57,1,1,1,1,0,240.3,9.25
MSG000615,CUST00087,2025-04-14,14,Monday,Transactional,Tier 2,25-34,Android,In-Store,57,1,0,0,0,1,,
MSG000616,CUST00087,2025-05-12,11,Monday,Transactional,Tier 2,25-34,Android,In-Store,57,1,0,0,0,0,,
MSG000617,CUST00087,2025-06-10,12,Tuesday,Promotional,Tier 2,25-34,Android,In-Store,57,1,0,0,0,0,,
MSG000618,CUST00087,2025-06-13,10,Friday,Festive Offer,Tier 2,25-34,Android,In-Store,57,1,1,0,0,0,5.6,
MSG000619,CUST00088,2025-04-10,10,Thursday,Promotional,Tier 2,18-24,Android,Social Ads,181,1,0,0,0,0,,
MSG000620,CUST00088,2025-07-03,16,Thursday,Promotional,Tier 2,18-24,Android,Social Ads,181,1,0,0,0,0,,
MSG000621,CUST00088,2025-07-04,15,Friday,Transactional,Tier 2,18-24,Android,Social Ads,181,0,0,0,0,0,,
MSG000622,CUST00088,2025-08-26,16,Tuesday,Feedback Request,Tier 2,18-24,Android,Social Ads,181,1,0,0,0,0,,
MSG000623,CUST00089,2025-03-14,6,Friday,Promotional,Tier 1,35-44,Android,Website Signup,24,1,0,0,0,0,,
MSG000624,CUST00089,2025-03-22,22,Saturday,Festive Offer,Tier 1,35-44,Android,Website Signup,24,1,1,1,0,0,21.1,33.31
